11.8615,13.3637,0,0,27.3389,12.9569,380.957
46.882,2.19432,0,0,3.55821,8.37784,439.991
35.5894,17.7448,0,0,38.4649,27.1556,400.28
28.0525,7.89815,0,0,15.0153,13.8601,347.409
19.665,21.6583,0,0,8.03885,22.7412,318.573
40.4074,9.19371,0,0,28.4782,18.1802,375.906
59.8416,14.2319,0,0,19.1483,29.8787,392
9.58229,5.71514,0,0,39.9627,8.49046,406.187
3.78013,18.9639,0,0,19.9875,8.83513,696.406
53.1751,6.47882,0,0,44.6579,15.9152,424.995
43.5389,11.5324,0,0,8.59222,22.1321,354.218
21.8774,2.99513,0,0,33.6349,8.0421,390.191
27.6216,16.0581,0,0,35.0743,22.361,372.926
34.239,4.9092,0,0,12.6903,10.988,374.406
51.7665,20.4443,0,0,23.7064,36.0613,370.953
15.8831,10.6182,0,0,1.65085,12.9795,297.915
14.6306,19.8871,0,0,42.9939,18.3982,396.865
50.8481,11.3394,0,0,21.6536,23.4854,371.395
31.8733,16.475,0,0,31.9509,24.444,367.452
25.1446,4.00012,0,0,10.2797,9.28239,373.96
22.8515,12.4281,0,0,11.7184,17.1624,292.803
44.847,2.59168,0,0,36.0483,8.86405,443.021
55.7078,18.2087,0,0,0.702784,34.4606,358.833
6.20152,7.07001,0,0,24.6579,8.13092,511.344
6.65993,14.984,0,0,5.38723,10.7338,577.935
57.0306,5.12712,0,0,25.5079,13.7981,426.849
39.9342,20.7595,0,0,16.8641,31.9961,323.468
18.8579,9.60032,0,0,36.6127,13.1888,367.635
30.9192,17.3311,0,0,29.6369,24.9088,356.774
38.5675,8.804,0,0,6.878,17.2614,363.044
47.7447,13.9242,0,0,41.0973,26.4439,403.676
12.3903,1.46981,0,0,18.0103,5.37551,346
12.9608,17.6829,0,0,9.79931,16.0638,349.675
48.9555,7.84202,0,0,32.3482,17.6607,405.535
37.1057,12.9583,0,0,20.9035,22.2944,344.536
30.5996,1.81522,0,0,43.8271,7.10099,432.252
17.6191,14.6335,0,0,22.7658,16.7816,310.275
39.3919,6.08785,0,0,2.50089,13.3712,382.637
57.3778,21.7266,0,0,33.8974,39.6065,391.712
8.09411,9.25366,0,0,13.9633,9.6726,395.736
4.99003,12.0827,0,0,38.9442,9.013,480.019
55.138,3.55754,0,0,14.4509,10.6794,437.363
45.1666,19.1706,0,0,27.571,32.2234,355.736
24.3129,6.71822,0,0,3.40582,11.6761,317.855
25.6868,20.2337,0,0,18.93,25.0973,321.104
33.1124,10.3723,0,0,40.0849,18.0788,389.853
49.4147,15.5143,0,0,7.54039,29.0289,343.544
14.2829,4.35066,0,0,29.0673,8.43303,318.7
17.094,16.4099,0,0,15.5883,17.7638,300.553
52.337,3.94721,0,0,37.8089,11.1291,434.283
33.9195,19.4784,0,0,4.56734,28.2171,305.982
26.1599,10.9635,0,0,26.4129,16.8261,334.428
21.3349,18.6134,0,0,41.9364,21.5847,387.55
42.2999,7.4395,0,0,17.0806,15.9386,386.325
54.6092,12.4996,0,0,30.899,26.0604,386.191
4.12723,2.64846,0,0,5.71204,5.10345,548.023
9.01257,21.3129,0,0,31.3974,14.5375,478.984
58.6302,10.1595,0,0,10.7481,23.1389,393.216
41.8689,15.194,0,0,42.8524,26.4181,412.52
19.9848,5.36334,0,0,21.8747,9.88884,343.13
29.2915,13.7104,0,0,0.814077,20.6969,313.117
36.1316,1.2272,0,0,24.4505,6.31496,451.931
46.5341,16.7841,0,0,12.2966,29.8088,332.403
10.428,8.24864,0,0,35.5607,9.93738,345.225
10.7722,21.8988,0,0,13.0898,16.3866,460.469
45.7933,9.44508,0,0,34.7706,19.6172,393.772
36.7267,14.4827,0,0,1.95751,23.9781,324.536
29.1904,5.95627,0,0,23.3102,11.6324,360.883
20.8091,13.113,0,0,44.3485,16.9876,400.806
41.5526,1.9532,0,0,20.3811,7.80275,446.844
58.7592,17.5043,0,0,33.2436,34.3834,398.431
8.50091,7.64677,0,0,8.90424,9.1553,345.291
4.47881,15.6429,0,0,28.1722,9.24767,579.773
53.8749,4.5037,0,0,8.43579,12.2478,420.414
42.9016,20.0394,0,0,39.5625,32.3801,401.04
21.2412,10.2024,0,0,19.4514,14.525,308.456
26.9777,19.3688,0,0,3.95021,25.0143,298.39
33.5958,6.89459,0,0,27.0276,13.6294,366.834
52.4586,11.9476,0,0,15.3241,24.7486,368.425
16.5758,3.40064,0,0,38.0707,7.94202,368.666
13.9318,12.6695,0,0,6.5741,13.6023,320.944
50.1485,2.84274,0,0,30.0359,9.41678,445.907
32.5103,18.4604,0,0,17.6136,26.6543,321.856
25.7809,7.31082,0,0,41.4038,12.6375,377.223
23.4956,19.6353,0,0,25.9019,23.4903,338.793
45.49,11.0986,0,0,5.07796,21.9682,355.446
55.016,16.2335,0,0,36.9249,31.5591,398.076
5.50859,3.74906,0,0,16.4733,6.27155,358.09
7.74945,16.9157,0,0,36.4457,11.9166,456.968
58.119,8.39945,0,0,11.4126,20.0329,397.775
38.7972,13.519,0,0,24.9612,23.4583,352.053
17.7198,1.055,0,0,0.303093,5.11533,386.918
29.7749,15.3892,0,0,21.3421,22.5658,330.787
37.4225,5.54192,0,0,43.3854,12.2356,412.044
48.827,21.1749,0,0,9.88495,35.8841,345.307
13.4719,10.0049,0,0,32.2594,11.6458,385.618
12.2619,14.3824,0,0,40.484,13.7681,409.706
48.256,5.84641,0,0,18.6261,14.1604,408.028
37.7427,21.4857,0,0,29.3738,31.8219,360.595
31.236,9.00196,0,0,7.14358,15.9421,343.485
18.2632,17.9237,0,0,14.1417,19.4373,307.364
40.0349,8.09372,0,0,39.3382,16.5209,397.073
56.686,13.2094,0,0,3.01506,27.5904,388.97
7.4012,2.05667,0,0,27.8831,5.42663,249.991
6.07956,20.6382,0,0,2.19505,11.48,1000.13
56.2265,10.7878,0,0,23.1633,23.7234,385.163
44.0296,15.9291,0,0,13.5636,27.9677,334.181
23.1748,4.75585,0,0,34.2007,9.76325,382.801
24.5424,11.6679,0,0,32.7397,17.0301,357.41
31.9674,3.15235,0,0,9.48785,8.90801,408.157
50.4969,18.7661,0,0,44.1357,33.552,423.758
15.3645,6.30278,0,0,20.5088,9.88733,312.039
16.0047,18.362,0,0,24.1468,18.3962,337.593
51.2484,7.19901,0,0,1.21364,16.9145,383.996
35.0568,12.2585,0,0,35.1644,20.8843,381.884
27.2978,2.39771,0,0,12.6033,7.73732,405.71
22.479,16.651,0,0,11.1416,20.641,287.364
43.4451,4.19795,0,0,31.088,10.8752,422.863
53.5267,19.7298,0,0,22.1867,35.764,374.575
3.04587,11.204,0,0,42.4612,6.98638,498.794
9.71126,14.1159,0,0,17.4776,12.1329,385.363
59.33,1.64232,0,0,41.6304,7.84815,457.978
41.2317,17.1998,0,0,6.01514,28.5887,319.239
19.3486,8.65351,0,0,30.4988,12.4642,331.337
28.6476,20.8971,0,0,37.4976,27.1159,381.264
35.4883,9.75463,0,0,15.9802,17.8752,347.462
47.2262,14.7885,0,0,26.0187,27.4557,362.707
11.1207,4.94821,0,0,4.87606,8.34422,279.087
11.2777,19.1004,0,0,37.1736,15.562,420.579
47.5214,6.62488,0,0,16.3059,15.4067,396.241
35.2261,12.0123,0,0,25.6968,20.6248,347.8
28.4715,3.46402,0,0,5.20104,9.01457,391.487
19.0812,15.5847,0,0,17.8022,18.1919,297.933
41.0468,4.44412,0,0,41.3082,11.0147,417.142
59.4783,20.304,0,0,6.34184,38.441,346.66
10.0013,10.4657,0,0,30.1758,10.7428,386.549
3.30722,12.8855,0,0,10.0702,7.53403,907.861
53.7038,1.72443,0,0,32.1577,7.84167,458.858
43.2873,17.6099,0,0,21.1132,29.7546,340.937
22.1846,7.75109,0,0,43.5315,12.3193,392.142
27.1486,21.7996,0,0,25.2174,27.1031,346.993
34.7676,9.34457,0,0,0.140526,17.1889,353.731
51.515,14.7063,0,0,36.233,28.5064,389.631
16.1904,6.17859,0,0,11.5309,9.94451,329.144
15.2162,15.1206,0,0,33.1205,15.8886,392.931
50.2069,5.2721,0,0,9.10937,13.3405,407.622
32.2348,21.2397,0,0,44.5158,29.1304,395.529
24.7273,10.0685,0,0,20.1323,15.4675,331.449
23.4371,16.8572,0,0,1.8176,21.261,288.736
44.2057,8.33975,0,0,23.5424,17.6487,386.552
56.0695,13.7837,0,0,13.1854,28.3114,377.908
5.78427,1.31845,0,0,34.5819,4.33033,399.74
7.13461,19.4077,0,0,15.178,12.1384,703.123
56.5003,10.8697,0,0,38.2995,23.9081,403.892
40.184,16.3393,0,0,4.05201,27.2421,320.416
18.5524,3.85357,0,0,26.8424,8.54973,356.876
31.3938,12.5701,0,0,39.4443,20.1562,392.232
38.0371,2.74211,0,0,19.6641,8.74918,430.415
47.9946,18.6841,0,0,28.3348,32.6241,361.17
12.0849,7.53334,0,0,8.1795,9.98072,115.288
13.3236,11.6031,0,0,22.3698,12.6085,398.089
48.5369,3.08877,0,0,42.3601,9.68574,442.139
37.6899,19.0346,0,0,10.9148,29.307,316.791
29.9597,6.5726,0,0,31.2334,12.535,363.017
17.982,20.3735,0,0,35.4187,20.8677,385.537
38.9733,10.5243,0,0,12.4414,19.7036,355.33
57.962,15.9875,0,0,23.9361,32.0138,387.196
